date,close,high,low,open,volume,MACD,RSI,CCI,DX,Turbulence
2010-01-04,13.751179695129396,13.821423041182785,13.672671981145257,13.80076338180857,16176648,0.0,0.0,0.0,0.0,0.0
2010-01-05,13.77596950531006,13.800761765897644,13.544579834868754,13.788365635603853,23722957,0.0,0.0,0.0,0.0,0.0
2010-01-06,13.37985610961914,13.72357453603054,13.329555789721375,13.681658029005732,37506464,0.0,0.0,0.0,0.0,0.0
2010-01-07,13.300212860107422,13.455305280007554,13.216379004425386,13.455305280007554,25508242,0.0,0.0,0.0,0.0,0.0
2010-01-08,13.308595657348633,13.321170948659404,13.170270010269768,13.270870635862858,20658308,0.0,0.0,0.0,0.0,0.0
2010-01-11,13.363088607788086,13.400813632543043,13.170271151582046,13.400813632543043,21974989,0.0,0.0,0.0,0.0,0.0
2010-01-12,13.375661849975586,13.379853329317756,13.283445042215442,13.321170061187932,14407568,0.0,0.0,0.0,0.0,0.0
2010-01-13,13.358892440795898,13.430151837766214,13.270867129769403,13.392425973800878,17108741,0.0,0.0,0.0,0.0,0.0
2010-01-14,13.086435317993164,13.358894244895934,13.07805150738654,13.337935997049016,23054221,0.0,0.0,0.0,0.0,0.0
2010-01-15,12.818171501159668,13.12835553254166,12.763678847896614,13.07805521199269,46642300,0.0,0.0,0.0,0.0,0.0
2010-01-19,13.090627670288086,13.128352689418282,12.847509933175177,12.885234952305373,23935668,0.0,0.0,0.0,0.0,0.0
2010-01-20,12.872662544250488,13.136738589740744,12.82655455607632,13.09063060156658,30237693,0.0,0.0,0.0,0.0,0.0
2010-01-21,12.839128494262695,12.981645638396628,12.68403690972634,12.90619558619552,23572406,0.0,0.0,0.0,0.0,0.0
2010-01-22,12.71756649017334,12.964876544249435,12.700800573740825,12.813975624338902,24228667,0.0,0.0,-119.30967796833308,0.0,0.0
2010-01-25,12.860084533691406,13.019368412831662,12.68822536470032,12.910383988201854,21103350,0.0,26.812767729386767,-88.26794938795864,72.29545381349129,0.0
2010-01-26,12.646306991577148,12.79720790022382,12.470257210158916,12.742716118546335,37811511,0.0,23.943982878998064,-129.19062505455057,76.63336766324991,0.0
2010-01-27,12.520557403564451,12.658883031587218,12.36546585936576,12.570857709431497,34965652,0.0,22.4241314437443,-142.44777277211088,78.38559421686936,0.0
2010-01-28,12.294211387634276,12.65888811219754,12.2103783633228,12.50379565330649,35659870,0.0,19.96730154634383,-150.5610477862579,80.69309957388981,0.0
2010-01-29,12.331929206848145,12.474447140210223,12.24390475329074,12.344504494119027,27086894,0.0,21.510526639548605,-136.4218330637001,80.69309957388984,0.0
2010-02-01,12.411575317382812,12.51217594114238,12.302591734533207,12.499600650060804,18225611,0.0,24.807671520447627,-104.77912545698648,75.40963915624712,0.0
2010-02-02,12.461874961853027,12.52474970900054,12.3570828641607,12.390616403617964,17606348,0.0,26.896252334185988,-80.36121642618446,73.58795286454054,0.0
2010-02-03,12.23552417755127,12.499600165344765,12.164265618263174,12.466066625391958,35864052,0.0,23.705269816448997,-102.98154529749728,77.45466581516138,0.0
2010-02-04,12.00079345703125,12.17265268209986,11.99660112408206,12.14750209419158,28760120,0.0,20.93186541993844,-144.87049470980017,80.17285655748601,0.0
2010-02-05,12.046897888183594,12.055281699158254,11.86665575536276,12.000789911385594,25070131,0.0,22.841325033794888,-138.10362319692317,81.9856420842541,0.0
2010-02-08,11.891806602478027,12.080432564024258,11.891806602478027,12.067857272602096,17707533,0.0,21.00378830493304,-131.2307454808894,78.58233163670383,0.0
2010-02-09,12.0510892868042,12.189414058934476,12.02593870827404,12.0301301872136,25553557,0.0,27.458367211914688,-86.69482752867216,64.24886198355256,0.0
2010-02-10,12.101388931274414,12.164264526152564,11.96725563595219,12.067855394332256,16152658,0.0,29.41958968423532,-77.84532418977683,65.83883684333172,0.0
2010-02-11,12.172645568847656,12.239711775036335,12.021744686919131,12.097194701660284,15994750,0.0,32.21544922701901,-48.79444622039541,56.219380111370434,71.74073343377844
2010-02-12,12.126543998718262,12.164269028630116,12.034326311770704,12.122352518160662,15161602,0.0,31.35018964333152,-49.5023937425377,56.219380111370434,133.88141958712427
2010-02-16,12.231328964233398,12.256478685297145,12.172645713453838,12.243904250988386,12456485,0.0,35.585029392551625,0.9684273845487578,44.35112586265575,130.2663019514502
2010-02-17,12.21456241607666,12.323545963363443,12.168453598787831,12.26486271154277,14310116,0.0,35.21074456966316,18.197910569052407,36.24362363960197,134.38392874162756
2010-02-18,12.218754768371582,12.26486358895899,12.130729458120207,12.214563289894446,11936700,0.0,35.39372657062176,10.665821319072167,38.34137538929958,191.4297844133853
2010-02-19,12.164263725280762,12.273247286944304,12.118154901909406,12.164263725280762,19705104,0.0,34.04772515012307,7.184234315103519,39.06112738233899,157.13773223349995
2010-02-22,12.15588092803955,12.210373565857276,12.113964432352835,12.18103150740872,14640538,-0.2998425699954765,33.834554108192386,3.3542953598868426,39.31535490547227,147.32052178498392
2010-02-23,12.046897888183594,12.134924067408429,12.03013111868074,12.12234877716967,15712094,-0.2908757241080657,31.10769569611289,-48.776796495290576,44.319923015871154,123.38055565619422
2010-02-24,12.139119148254396,12.155885923909237,12.034327013523336,12.059477603228984,13273532,-0.2731789127193096,35.82126706804629,-5.037599804790116,41.18466625144866,161.31850246465902
2010-02-25,12.105585098266602,12.143310981270991,11.9882185259643,12.059477106450249,16887606,-0.2588758204596892,34.886556570537195,-38.508173744228486,44.06325631683348,229.8089086172747
2010-02-26,12.126543998718262,12.160077548072517,12.055285419452156,12.126543998718262,13582737,-0.2430476071665808,36.01041762878355,-13.185819244034905,41.35402929164923,192.56450970344727
2010-03-01,12.151690483093262,12.20199079366583,12.093007213648514,12.143307524221084,17269741,-0.2258708246971483,37.40635416294691,14.021245240726806,34.54251688837711,199.88433902672344
2010-03-02,12.26486587524414,12.273248833761071,12.113964949921172,12.17683969613756,18502083,-0.2008109686911439,43.39178321068087,96.51631435122826,23.634580808853205,181.95523486375876
2010-03-03,12.210373878479004,12.298398351185504,12.168456529272657,12.290015392812103,14241984,-0.1832356741982899,41.34193710040821,92.67211347349236,19.93865968567732,148.5402758485174
2010-03-04,12.26905632019043,12.33193106110632,12.197797769017916,12.248098073218465,13974255,-0.1626964803229409,44.38868860195505,120.53883910774756,15.002233060173293,132.07351991809242
2010-03-05,12.252286911010742,12.302587204368518,12.201986617652963,12.277437483912731,19983282,-0.1460881590124501,43.69031350115755,90.32939523517902,15.002233060173284,119.32424601303688
2010-03-08,12.419961929321287,12.45768695862558,12.23971889133331,12.28163625357441,17094454,-0.1180353342001154,51.84798450693903,189.11860199216895,5.796322561163171,76.41129611557608
2010-03-09,12.537328720092772,12.591821377217386,12.39481156132804,12.411578336032523,21646272,-0.085348900291871,56.58873470469504,235.92833542867004,19.376417321868807,49.37074486013894
2010-03-10,12.470259666442873,12.591818542573604,12.415767021585529,12.570859439576225,19359540,-0.0641174717342139,53.35594783638778,164.64764286287888,19.3764173218688,23.920452647998644
2010-03-11,12.50798511505127,12.512176594815262,12.40738448603603,12.466067760071637,11714926,-0.0437430406763006,54.91609488800956,121.34877575272216,18.14205121011088,25.1745538993076
2010-03-12,12.461874961853027,12.545708810496183,12.419958463754687,12.545708810496183,12047268,-0.0309599739695176,52.60027840460224,98.60559776342213,21.632897831515777,1.5856583786920615
2010-03-15,12.516365051269531,12.516365051269531,12.407381489051126,12.449297981459324,13430587,-0.0162451427903,55.01452930383708,83.66219198634897,19.57320526981968,52.90520698422794
2010-03-16,12.545713424682615,12.575054643164268,12.47864632110149,12.554096386406863,13724758,-0.0021901182859913,56.30540818736396,92.49194352622628,25.88063769849198,72.42664977811594
2010-03-17,12.637925148010254,12.679841644550498,12.554091302483323,12.554091302483323,26049671,0.0162025326114534,60.17248844574152,118.50821330208764,35.5928260398613,71.95548158397729
2010-03-18,12.700803756713867,12.734337302875671,12.637928144548823,12.646311104865951,11864730,0.0354440423267021,62.602979200286846,132.07296709495364,39.99636795877278,61.7185503286431
2010-03-19,12.74691104888916,12.801402845321672,12.679843960219422,12.74691104888916,21208267,0.053793453105321,64.32230797086174,143.84936673090934,44.9817335835957,57.99898416523072
2010-03-22,12.84750747680664,12.876849531607425,12.69241509813244,12.69241509813244,13596172,0.075581527559418,67.80060930927243,155.67022823015327,50.013259411968455,82.88802912776464
2010-03-23,12.985834121704102,12.985834121704102,12.826550251802038,12.868466745611808,15380178,0.10282523246474,71.8627917413891,169.51737540276636,56.23898280807062,110.42944946016998
2010-03-24,12.767864227294922,12.973256891615438,12.742714505261064,12.95229864784618,16000934,0.1056103061845323,59.19088525831157,102.00047869280178,41.62636775882567,257.4530183532632
2010-03-25,12.704991340637209,12.86008373096176,12.688224572698164,12.855892252088594,14419510,0.1015733068164106,56.11702524436655,58.984580739577545,32.92444706624087,213.8939889367385
2010-03-26,12.730142593383787,12.763676133284436,12.646308743632172,12.72595111400783,12930102,0.0992592527520379,57.077303623822736,33.184293173458585,26.486298969386382,115.92594592051428
2010-03-29,12.763673782348633,12.826549371192938,12.72594877002058,12.818166413985074,14965844,0.0989899405363825,58.384760881800766,54.48964660048339,31.82064788884385,71.74655544801007
2010-03-30,13.090627670288086,13.203803580125156,13.002602341502136,13.04032736063233,47206333,0.123732642077277,68.47000899855126,187.0223875162868,53.58427310064321,229.57455654310067
2010-03-31,13.00259780883789,13.090623106938503,12.9481060388181,13.08224015114139,22853877,0.1346855658232346,63.97459267935344,128.05713537518022,46.3182863340399,199.60563987798608
2010-04-01,13.11158847808838,13.178655570716655,13.04871371808436,13.099013185108916,18351745,0.1504264504553116,66.87444990730357,144.3395665051241,50.40041249078509,159.12830677584978
2010-04-05,13.187033653259276,13.29182573361727,13.11577510681155,13.29182573361727,18849245,0.1670632093635315,68.74965742025914,145.4433895135364,55.12474786961252,135.08246708087552
2010-04-06,13.078045845031738,13.145112891061231,13.04451232201699,13.145112891061231,22490295,0.1694996687137742,63.18508333397771,83.86120260437882,45.712873727437184,139.71478792661992
2010-04-07,12.87161350250244,13.101463805448924,12.807766725121546,13.101463805448924,29006204,0.1530094181600461,54.23148880639898,9.68433009077234,19.72436453482199,163.86659151568003
2010-04-08,12.837562561035156,12.888640506370864,12.70986813050848,12.83330628199681,31576231,0.1356296946956607,52.89988910615333,-48.91560107814936,10.91484259874932,139.87051201114983
2010-04-09,12.803510665893556,12.871614593371744,12.739663883101644,12.850332332441107,21013681,0.1177510741957945,51.53706841379051,-56.23926802248969,10.914842598749315,122.51880027566762
2010-04-12,12.743915557861328,12.854583967216948,12.726889582143166,12.790736341867618,19633027,0.0976476896967941,49.15054183924827,-68.79945086693351,9.693379724065547,103.16110567004282
2010-04-13,12.799250602722168,12.83330255639377,12.667299931463406,12.769454926853282,20272868,0.0851985722041757,51.4008875405757,-63.52957159921287,3.9429033076085815,75.27333139082292
2010-04-14,12.705613136291504,12.790742188167613,12.620483218790122,12.790742188167613,44206404,0.067004410781541,47.56484783514802,-83.29646178196157,0.4716325518438191,11.688430852615385
2010-04-15,12.573657989501951,12.701353262429803,12.556632876444937,12.701353262429803,28856720,0.0414598063813755,42.725758695481545,-114.08773290335124,6.31555814050258,23.526284234785034
2010-04-16,12.590686798095703,12.675815839161976,12.548121411937403,12.552377690865686,26306631,0.0223321744869409,43.5242716464706,-108.7350691598559,7.098637230286639,8.887255931429443
2010-04-19,12.654532432556152,12.667302133809386,12.5353505739845,12.556633697948252,18978685,0.0121847394327403,46.53403044432709,-93.50564438149966,8.336674019220581,7.370309257097847
2010-04-20,12.6673002243042,12.697095035236943,12.573656916729991,12.680069058007538,15930883,0.0051141256757851,47.14071149724502,-75.41809521233287,4.82703182058044,288.7852004779592
2010-04-21,12.58217430114746,12.69709903442492,12.526840074129586,12.680073051832863,24152645,-0.0072744815443108,43.58935586944198,-85.2347315287131,9.773502597545354,214.70600584735783
2010-04-22,12.46298885345459,12.492784530863158,12.305498775991412,12.394885808217117,26552929,-0.0264054262586981,39.14305515624415,-144.62793707064867,28.653417214878125,194.7445045093752
2010-04-23,12.365087509155272,12.373600929616536,12.26718880041232,12.373600929616536,26070569,-0.0489029354661134,35.90336387357723,-164.02492885034013,31.33169940251444,179.72177847189602
